id,task,framework,constraint,fold,type,result,metric,mode,version,params,app_version,utc,duration,training_duration,predict_duration,models_count,seed,info,mae,models_ensemble_count,r2,rmse,acc,auc,balacc,logloss
openml.org/t/10090,amazon-commerce-reviews,AutoGluon,12h8c,2,multiclass,-0.853095,neg_logloss,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T00:53:30,3170.8,3138.5,14.4,14.0,1252495645,,,4.0,,,0.873333,,0.873333,0.853095
openml.org/t/10090,amazon-commerce-reviews,AutoGluon,12h8c,3,multiclass,-0.999812,neg_logloss,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T00:51:42,3070.8,3045.3,8.2,14.0,1252495646,,,3.0,,,0.806667,,0.806667,0.999812
openml.org/t/10090,amazon-commerce-reviews,AutoGluon,12h8c,4,multiclass,-0.839724,neg_logloss,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T00:51:25,3046.3,3014.4,14.5,14.0,1252495647,,,4.0,,,0.893333,,0.893333,0.839724
openml.org/t/10090,amazon-commerce-reviews,AutoGluon,12h8c,5,multiclass,-0.973804,neg_logloss,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T00:51:57,3075.5,3043.5,14.5,14.0,1252495648,,,4.0,,,0.86,,0.86,0.973804
openml.org/t/10090,amazon-commerce-reviews,AutoGluon,12h8c,6,multiclass,-0.915425,neg_logloss,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T00:54:07,3175.4,3143.5,14.3,14.0,1252495649,,,4.0,,,0.893333,,0.893333,0.915425
openml.org/t/10090,amazon-commerce-reviews,AutoGluon,12h8c,7,multiclass,-1.04402,neg_logloss,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T00:51:07,3008.3,2976.8,14.4,14.0,1252495650,,,4.0,,,0.813333,,0.813333,1.04402
openml.org/t/10090,amazon-commerce-reviews,AutoGluon,12h8c,8,multiclass,-0.955971,neg_logloss,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T00:51:23,3030.2,3004.4,8.1,14.0,1252495651,,,3.0,,,0.9,,0.9,0.955971
openml.org/t/10090,amazon-commerce-reviews,AutoGluon,12h8c,9,multiclass,-1.0245,neg_logloss,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T00:52:35,3084.5,3058.7,8.4,14.0,1252495652,,,4.0,,,0.82,,0.82,1.0245
openml.org/t/359979,Amazon_employee_access,AutoGluon,12h8c,0,binary,0.90657,auc,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-08T23:36:59,138.9,135.4,0.9,12.0,1252495643,,,6.0,,,0.952701,0.90657,0.664455,0.13754
openml.org/t/359979,Amazon_employee_access,AutoGluon,12h8c,1,binary,0.892278,auc,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-08T23:37:17,148.3,144.4,1.2,12.0,1252495644,,,5.0,,,0.953616,0.892278,0.672391,0.13985
